Chr	Start	End	Cytoband	Gene	RefSeqName
8	41435706.0	41482520.0	p11.21	GPAT4	NM_178819
8	6693075.0	6699975.0	p23.1	GS1-24F4.2	NR_045217
8	30535579.0	30585516.0	p12	GSR	NM_001195102
8	30435834.0	30515758.0	p12	GTF2E2	NM_002095
8	28747886.0	28910787.0	p12	HMBOX1	NM_001324393
8	42752032.0	42885682.0	p11.21	HOOK3	NM_032410
8	21971931.0	21988565.0	p21.3	HR	NM_018411
8	38831667.0	38846181.0	p11.22	HTRA4	NM_153692
8	39771327.0	39786309.0	p11.21	IDO1	NM_002164
8	39792473.0	39873910.0	p11.21	IDO2	NM_194294
8	42128819.0	42190171.0	p11.21	IKBKB	NM_001242778
8	19674659.0	19709594.0	p21.3	INTS10	NM_001353522
8	28625174.0	28747698.0	p21.1	INTS9	NM_018250
8	41786996.0	41909544.0	p11.21	KAT6A	NM_006766
8	1922043.0	1955109.0	p23.3	KBTBD11	NM_014867
8	1919562.0	1924610.0	p23.3	KBTBD11-OT1	NR_126346
8	36641841.0	36793643.0	p11.23	KCNU1	NM_001031836
8	25285363.0	25315984.0	p21.2	KCTD9	NM_017634
8	28924794.0	29120610.0	p12	KIF13B	NM_015254
8	29952921.0	29995222.0	p12	LEPROTL1	NM_001128208
8	38243958.0	38267042.0	p11.23	LETM2	NM_001286787
8	22004342.0	22014344.0	p21.3	LGI3	NM_139278
8	11434043.0	11438850.0	p23.1	LINC00208	NR_040035
8	29578775.0	29605625.0	p12	LINC00589	NR_026765
8	9757573.0	9760839.0	p23.1	LINC00599	NR_024281
8	12651748.0	12675800.0	p23.1	LINC00681	NR_102423
8	7118140.0	7121014.0	p23.1	LINC00965	NR_027000
8	34641438.0	34722316.0	p12	LINC01288	NR_125746
8	37263981.0	37351431.0	p11.23	LINC01605	NR_121620
8	29605824.0	29656008.0	p12	LINC02099	NR_125814
8	20831496.0	20852630.0	p21.3	LINC02153	NR_033894
8	29779028.0	29811123.0	p12	LINC02209	NR_024473
8	10332074.0	10339484.0	p23.1	LINCR-0001	NR_120604
8	19041185.0	19103032.0	p21.3	LOC100128993	NR_038919
8	11203256.0	11205025.0	p23.1	LOC100129129	NR_147705
8	39420630.0	39437653.0	p11.22	LOC100130964	NR_046245
8	6261076.0	6264069.0	p23.1	LOC100287015	NR_040040
8	12294521.0	12424354.0	p23.1	LOC100506990	NR_040092
8	22112088.0	22132675.0	p21.3	LOC100507071	NR_134293
8	23193720.0	23223638.0	p21.3	LOC100507156	NR_038323
8	1710128.0	1712750.0	p23.3	LOC101927752	NR_134303
8	2387218.0	2585991.0	p23.2	LOC101927815	NR_125425
8	1919344.0	1921511.0	p23.3	LOC101928058	NR_136274
8	17942376.0	17955160.0	p22	LOC101929066	NR_125429
8	9046508.0	9060366.0	p23.1	LOC101929128	NR_125431
8	21155749.0	21166960.0	p21.3	LOC101929172	NR_104677
8	10697535.0	10704019.0	p23.1	LOC101929229	NR_125432
8	22735484.0	22745535.0	p21.3	LOC101929237	NR_125433
8	10920161.0	10924599.0	p23.1	LOC101929269	NR_134308
8	24153326.0	24406131.0	p21.2	LOC101929294	NR_125808
8	24347824.0	24372381.0	p21.2	LOC101929315	NR_125809
8	29672519.0	29686020.0	p12	LOC101929470	NR_125817
8	35529680.0	35567838.0	p12	LOC101929550	NR_125819
8	37575096.0	37591011.0	p11.23	LOC101929622	NR_125820
8	42112840.0	42128479.0	p11.21	LOC101929897	NR_125823
8	20811143.0	20826449.0	p21.3	LOC102467222	NR_130773
8	10586800.0	10630420.0	p23.1	LOC102723313	NR_146188
8	37592278.0	37594944.0	p11.23	LOC102723701	NR_125821
8	41391823.0	41435887.0	p11.21	LOC102723729	NR_125824
8	13487198.0	13490085.0	p22	LOC102725080	NR_134450
8	41909267.0	41962505.0	p11.21	LOC105379393	NR_136589
8	9182560.0	9192590.0	p23.1	LOC157273	NR_040039
8	22941867.0	22961070.0	p21.3	LOC254896	NR_046173
8	22925741.0	22941132.0	p21.3	LOC286059	NR_038873
8	1244293.0	1250823.0	p23.3	LOC286083	NR_111948
8	12623357.0	12668987.0	p23.1	LOC340357	NR_015383
8	23082733.0	23088439.0	p21.3	LOC389641	NR_033928
8	11985366.0	11986806.0	p23.1	LOC392196	NR_003275
8	688547.0	690374.0	p23.3	LOC401442	NR_134292
8	12236775.0	12237298.0	p23.1	LOC649352	NR_046415
8	37604073.0	37605564.0	p11.23	LOC728024	NR_003671
8	12394587.0	12523120.0	p23.1	LOC729732	NR_047662
8	12579403.0	12612951.0	p23.1	LONRF1	NM_001329976
8	23154409.0	23261722.0	p21.3	LOXL2	NM_002318
8	19796581.0	19824770.0	p21.3	LPL	NM_000237
8	38020838.0	38034248.0	p11.23	LSM1	NR_045492
8	20103675.0	20112803.0	p21.3	LZTS1	NM_021020
8	20133283.0	20147969.0	p21.3	LZTS1-AS1	NR_047509
8	33342684.0	33358778.0	p12	MAK16	NM_032509
8	29989186.0	30002200.0	p12	MBOAT4	NM_001100916
8	6264112.0	6506026.0	p23.1	MCPH1	NM_024596
8	6473123.0	6565730.0	p23.1	MCPH1-AS1	NR_125386
8	8641998.0	8751131.0	p23.1	MFHAS1	NM_004225
8	16884746.0	16980148.0	p22	MICU3	NM_181723
8	9760897.0	9760982.0	p23.1	MIR124-1	NR_029668
8	10682882.0	10682953.0	p23.1	MIR1322	NR_031711
8	29814787.0	29814864.0	p12	MIR3148	NR_036104
8	22102474.0	22102556.0	p21.3	MIR320A	NR_029714
8	27559193.0	27559276.0	p21.1	MIR3622A	NR_037417
8	27559189.0	27559284.0	p21.1	MIR3622B	NR_037418
8	1749290.0	1749358.0	p23.3	MIR3674	NR_037445
8	14710946.0	14711019.0	p22	MIR383	NR_029875
8	12584740.0	12584813.0	p23.1	MIR3926-1	NR_037492
8	12584745.0	12584808.0	p23.1	MIR3926-2	NR_037495
8	10524487.0	10524580.0	p23.1	MIR4286	NR_036248
8	27743555.0	27743633.0	p21.1	MIR4287	NR_036249
8	28362632.0	28362699.0	p21.1	MIR4288	NR_036250
8	42751339.0	42751418.0	p11.21	MIR4469	NR_039679
8	6602684.0	6602765.0	p23.1	MIR4659A	NR_039803
8	6602688.0	6602761.0	p23.1	MIR4659B	NR_039807
8	8905954.0	8906028.0	p23.1	MIR4660	NR_039804
8	41517958.0	41518026.0	p11.21	MIR486-1	NR_030161
8	41517961.0	41518025.0	p11.21	MIR486-2	NR_106984
8	41128566.0	41128662.0	p11.21	MIR548AO	NR_049801
8	7946462.0	7946611.0	p23.1	MIR548I3	NR_031689
8	17539086.0	17539166.0	p22	MIR548V	NR_036103
8	1765396.0	1765473.0	p23.3	MIR596	NR_030326
8	9599181.0	9599278.0	p23.1	MIR597	NR_030327
8	10892715.0	10892812.0	p23.1	MIR598	NR_030328
8	24811309.0	24811381.0	p21.2	MIR6841	NR_106900
8	27290886.0	27290951.0	p21.2	MIR6842	NR_106901
8	27468117.0	27468268.0	p21.1	MIR6843	NR_106902
8	25202917.0	25202990.0	p21.2	MIR6876	NR_106936
8	2024668.0	2024720.0	p23.3	MIR7160	NR_106983
8	6479644.0	6479741.0	p23.1	MIR8055	NR_107022
8	15965386.0	16050300.0	p22	MSR1	NM_138716
8	9911778.0	10286401.0	p23.1	MSRA	NM_012331
8	17154305.0	17271040.0	p22	MTMR7	NM_004686
8	11141999.0	11185654.0	p23.1	MTMR9	NM_015458
8	17501302.0	17658426.0	p22	MTUS1	NM_001001925
8	1993157.0	2093380.0	p23.3	MYOM2	NM_003970
8	18027970.0	18081198.0	p22	NAT1	NM_001160179
8	18248754.0	18258723.0	p22	NAT2	NM_000015
8	24808468.0	24814383.0	p21.2	NEFL	NM_006158
8	24771273.0	24776606.0	p21.2	NEFM	NM_005382
8	11627133.0	11644864.0	p23.1	NEIL2	NM_001349442
8	23559963.0	23564111.0	p21.2	NKX2-6	NM_001136271
8	23536205.0	23540450.0	p21.2	NKX3-1	NM_006167
8	41502696.0	41504878.0	p11.21	NKX6-3	NM_152568
8	21881620.0	21894408.0	p21.3	NPM2	NM_001286680
8	31497267.0	32600770.0	p12	NRG1	NM_013962
8	31883251.0	31996993.0	p12	NRG1-IT1	NR_104158
8	32298261.0	32300241.0	p12	NRG1-IT3	NR_047475
8	38132560.0	38239790.0	p11.23	NSD3	NM_023034
8	21964382.0	21966932.0	p21.3	NUDT18	NM_024815
8	27879480.0	27941388.0	p21.1	NUGGC	NM_001010906
8	27667137.0	27695612.0	p21.1	PBK	NM_001278945
8	17780365.0	17887457.0	p22	PCM1	NM_001352651
8	17433941.0	17500642.0	p22	PDGFRL	NM_006207
8	22437986.0	22455538.0	p21.3	PDLIM2	NM_176871
8	22570764.0	22785421.0	p21.3	PEBP4	NM_144962
8	22077215.0	22089851.0	p21.3	PHYHIP	NM_014759
8	10622470.0	10697409.0	p23.1	PINX1	NM_001284356
8	22132792.0	22214379.0	p21.3	PIWIL2	NM_018068
8	42032235.0	42065242.0	p11.21	PLAT	NM_001319189
8	38758752.0	38831430.0	p11.22	PLEKHA2	NM_021623
8	37620100.0	37637286.0	p11.23	PLPBP	NM_001349347
8	38120649.0	38126750.0	p11.23	PLPP5	NM_001354459
8	26362195.0	26371483.0	p21.2	PNMA2	NM_007257
8	28174648.0	28200871.0	p21.1	PNOC	NM_006228
8	42195972.0	42229331.0	p11.21	POLB	NM_002690
8	22102618.0	22108680.0	p21.3	POLR3D	NM_001722
8	8993763.0	9009152.0	p23.1	PPP1R3B	NM_001201329
8	30643125.0	30670352.0	p12	PPP2CB	NM_001009552
8	26149006.0	26230195.0	p21.2	PPP2R2A	NM_002717
8	22298482.0	22398657.0	p21.3	PPP3CC	NM_001243974
8	8175257.0	8239344.0	p23.1	PRAG1	NM_001080826
8	7397148.0	7399972.0	p23.1	PRR23D1	NM_001282479
8	7397149.0	7399972.0	p23.1	PRR23D2	NM_001282478
8	10383055.0	10411676.0	p23.1	PRSS55	NM_001197020
8	18384812.0	18871196.0	p22	PSD3	NM_015310
8	27168998.0	27316908.0	p21.2	PTK2B	NM_173174
8	30853317.0	30891231.0	p12	PURG	NM_001015508
8	23145604.0	23153792.0	p21.3	R3HCC1	NM_001136108
8	37716464.0	37757015.0	p11.23	RAB11FIP1	NM_025151
8	30242016.0	30429778.0	p12	RBPMS	NM_006867
8	30239634.0	30242917.0	p12	RBPMS-AS1	NR_046205
8	21995526.0	21999464.0	p21.3	REEP4	NM_025232
8	22844929.0	22877710.0	p21.3	RHOBTB2	NM_001160036
8	33405271.0	33424646.0	p12	RNF122	NM_024787
8	42704779.0	42751866.0	p11.21	RNF170	NM_001160224
8	10463859.0	10512617.0	p23.1	RP1L1	NM_178857
8	29920527.0	29940724.0	p12	SARAF	NM_016127
8	27491576.0	27534286.0	p21.1	SCARA3	NM_182826
8	27727398.0	27850369.0	p21.1	SCARA5	NM_173833
8	26236775.0	26240469.0	p21.2	SDAD1P1	NR_144550
8	41119475.0	41166990.0	p11.21	SFRP1	NM_003012
8	22019183.0	22021991.0	p21.3	SFTPC	NM_001317780
8	13942343.0	15095792.0	p22	SGCZ	NM_139167
8	19171080.0	19253729.0	p21.3	SH2D4A	NM_022071
8	20002365.0	20040717.0	p21.3	SLC18A1	NM_001142325
8	42273979.0	42397356.0	p11.21	SLC20A2	NM_006749
8	23386307.0	23432976.0	p21.2	SLC25A37	NM_016612
8	11188494.0	11189695.0	p23.1	SLC35G5	NM_054028
8	22224742.0	22291640.0	p21.3	SLC39A14	NM_001135154
8	17354596.0	17428077.0	p22	SLC7A2	NM_001008539
8	30496116.0	30503469.0	p12	SMIM18	NM_001206847
8	42396297.0	42408140.0	p11.21	SMIM19	NM_001135676
8	11562870.0	11563067.0	p23.1	SNORA99	NR_132779
8	38876134.0	38876204.0	p11.22	SNORD38D	NR_145988
8	20472339.0	20472437.0	p21.3	SNORD3F	NR_145737
8	8916048.0	8916140.0	p23.1	SNORD3I	NR_145772
8	41284173.0	41284246.0	p11.21	SNORD65B	NR_145746
8	22409250.0	22433008.0	p21.3	SORBS3	NM_005775
8	10581277.0	10588084.0	p23.1	SOX7	NM_031439
8	7705401.0	7721319.0	p23.1	SPAG11A	NM_001081552
8	7305275.0	7321192.0	p23.1	SPAG11B	NM_058202
8	38000217.0	38008600.0	p11.23	STAR	NM_000349
8	23699433.0	23712320.0	p21.2	STC1	NM_003155
8	27092839.0	27115956.0	p21.2	STMN4	NM_030795
8	38585703.0	38710548.0	p11.22	TACC1	NM_001330521
8	40010986.0	40012827.0	p11.21	TCIM	NM_020130
8	11197145.0	11225961.0	p23.1	TDH	NR_001578
8	30689059.0	30770528.0	p12	TEX15	NM_001350162
8	42691816.0	42698474.0	p11.21	THAP1	NM_018105
8	38846326.0	38854041.0	p11.22	TM2D2	NM_078473
8	23048969.0	23082680.0	p21.3	TNFRSF10A	NM_003844
8	22877647.0	22926700.0	p21.3	TNFRSF10B	NM_003842
8	22960326.0	22974950.0	p21.3	TNFRSF10C	NM_003841
8	22993100.0	23021543.0	p21.3	TNFRSF10D	NM_003840
8	9413444.0	9639856.0	p23.1	TNKS	NM_003747
8	27142402.0	27168836.0	p21.2	TRIM35	NM_171982
8	12803182.0	12887284.0	p22	TRMT9B	NM_020844
8	33355982.0	33370710.0	p12	TTI2	NM_001330505
8	15397595.0	15624158.0	p22	TUSC3	NM_006765
8	30601681.0	30624520.0	p12	UBXN8	NM_001282189
8	35092974.0	35654068.0	p12	UNC5D	NM_080872
8	7189908.0	7191501.0	p23.1	USP17L1	NM_001256873
8	11994676.0	11996269.0	p23.1	USP17L2	NM_201402
8	7833914.0	7835507.0	p23.1	USP17L3	NM_001256871
8	7194636.0	7196229.0	p23.1	USP17L4	NM_001256874
8	11989925.0	11991518.0	p23.1	USP17L7	NM_001256869
8	7829182.0	7830775.0	p23.1	USP17L8	NM_001256872
8	42249278.0	42263455.0	p11.21	VDAC3	NM_001135694
8	17104400.0	17155533.0	p22	VPS37A	NM_001145152
8	30890777.0	31033387.0	p12	WRN	NM_000553
8	6666040.0	6693166.0	p23.1	XKR5	NM_001289973
8	10753656.0	11058875.0	p23.1	XKR6	NM_173683
8	21777179.0	21864096.0	p21.3	XPO7	NM_015024
8	17013835.0	17080241.0	p22	ZDHHC2	NM_016353
8	40388110.0	40755343.0	p11.21	ZMAT4	NM_001135731
8	28203101.0	28243977.0	p21.1	ZNF395	NM_018660
8	37553268.0	37557539.0	p11.23	ZNF703	NM_025069
8	7783858.0	7809935.0	p23.1	ZNF705B	NM_001193630
8	11946846.0	11973025.0	p23.1	ZNF705D	NM_001039615
8	7215497.0	7220490.0	p23.1	ZNF705G	NM_001164457
8	117950463.0	117956239.0	q24.11	AARD	NM_001025357
8	107771710.0	107782472.0	q23.1	ABRA	NM_139166
8	131792546.0	132052835.0	q24.22	ADCY8	NM_001115
8	143545376.0	143626368.0	q24.3	ADGRB1	NM_001702
8	67344717.0	67381044.0	q13.1	ADHFE1	NM_144650
8	141530249.0	141645645.0	q24.3	AGO2	NM_012154
8	53446596.0	53478021.0	q11.23	ALKAL1	NM_207413
8	108261709.0	108510283.0	q23.1	ANGPT1	NM_001146
8	101521979.0	101572014.0	q22.2	ANKRD46	NM_001270379
8	124693033.0	124749666.0	q24.13	ANXA13	NM_004306
8	143692404.0	143695833.0	q24.3	ARC	NM_015193
8	68109883.0	68255912.0	q13.2	ARFGEF1	NM_006421
8	66514690.0	66546452.0	q13.1	ARMC1	NM_001286702
8	131064350.0	131455906.0	q24.21	ASAP1	NM_018482
8	131307600.0	131308779.0	q24.21	ASAP1-IT1	NR_002765
8	131094983.0	131097014.0	q24.21	ASAP1-IT2	NR_045385
8	47490836.0	47529265.0	q11.1	ASNSP1	NR_146077
8	62413114.0	62627199.0	q12.3	ASPH	NM_004318
8	124332090.0	124408705.0	q24.13	ATAD2	NM_014109
8	87111138.0	87166454.0	q21.3	ATP6V0D2	NM_152565
8	104033247.0	104085285.0	q22.3	ATP6V1C1	NM_001695
8	54628102.0	54755871.0	q11.23	ATP6V1H	NM_213619
8	103838529.0	103876428.0	q22.3	AZIN1	NM_015878
8	103876498.0	103990104.0	q22.3	AZIN1-AS1	NR_126338
8	104152920.0	104242533.0	q22.3	BAALC	NM_024812
8	104169217.0	104184368.0	q22.3	BAALC-AS1	NR_109954
8	104145190.0	104153570.0	q22.3	BAALC-AS2	NR_027071
8	65492794.0	65496191.0	q12.3	BHLHE22	NM_152414
8	144779284.0	144780583.0	q24.3	BREA2	NR_015445
8	144120625.0	144135720.0	q24.3	C8orf31	NR_126399
8	69242607.0	69731258.0	q13.2	C8orf34	NM_001349476
8	69215702.0	69243726.0	q13.2	C8orf34-AS1	NR_038877
8	96257140.0	96281462.0	q22.1	C8orf37	NM_177965
8	96281063.0	96822371.0	q22.1	C8orf37-AS1	NR_038201
8	67579786.0	67593377.0	q13.1	C8orf44	NM_019607
8	67579786.0	67774257.0	q13.1	C8orf44-SGK3	NM_001204173
8	67405490.0	67430759.0	q13.1	C8orf46	NM_152765
8	86126287.0	86132651.0	q21.2	C8orf59	NM_001099671
8	124232195.0	124253638.0	q24.13	C8orf76	NM_032847
8	94146323.0	94179079.0	q22.1	C8orf87	NM_001242668
8	91970705.0	91997485.0	q21.3	C8orf88	NM_001190972
8	74153658.0	74171737.0	q21.11	C8orf89	NM_001243237
8	86240457.0	86290383.0	q21.2	CA1	NM_001128830
8	86157715.0	86196302.0	q21.2	CA13	NM_198584
8	86376130.0	86393721.0	q21.2	CA2	NM_001293675
8	86351055.0	86361267.0	q21.2	CA3	NM_005181
8	86354036.0	86377144.0	q21.2	CA3-AS1	NR_121630
8	61097978.0	61193982.0	q12.1	CA8	NM_001321839
8	91070835.0	91095109.0	q21.3	CALB1	NM_004929
8	128712852.0	128746213.0	q24.21	CASC11	NR_117102
8	128200030.0	128209872.0	q24.21	CASC19	NR_120364
8	128256881.0	128404876.0	q24.21	CASC21	NR_117099
8	128301920.0	128494384.0	q24.21	CASC8	NR_117100
8	76135351.0	76191124.0	q21.11	CASC9	NR_103849
8	128219626.0	128231513.0	q24.21	CCAT1	NR_108049
8	128412643.0	128414395.0	q24.21	CCAT2	NR_109834
8	144788863.0	144790279.0	q24.3	CCDC166	NM_001162914
8	130363939.0	130692485.0	q24.21	CCDC26	NR_130917
8	95892452.0	95907482.0	q22.1	CCNE2	NM_057749
8	144077244.0	144079080.0	q24.3	CDC42P3	NR_102426
8	95139393.0	95229531.0	q22.1	CDH17	NM_001144663
8	48649475.0	48650726.0	q11.21	CEBPD	NM_005195
8	56987150.0	56987833.0	q12.1	CERNA3	NR_149110
8	57124196.0	57131357.0	q12.1	CHCHD7	NM_024300
8	61591323.0	61780586.0	q12.2	CHD7	NM_017780
8	82644687.0	82671748.0	q21.13	CHMP4C	NM_152284
8	141521396.0	141527252.0	q24.3	CHRAC1	NM_017444
8	62200524.0	62414204.0	q12.3	CLVS1	NM_173519
8	87878675.0	88394955.0	q21.3	CNBD1	NM_173538
8	87586162.0	87755903.0	q21.3	CNGB3	NM_019098
8	121137346.0	121385814.0	q24.12	COL14A1	NM_021110
8	139600477.0	139926249.0	q24.23	COL22A1	NM_152888
8	119964405.0	120120694.0	q24.12	COLEC10	NM_001324095
8	67955314.0	67974562.0	q13.1	COPS5	NM_006837
8	100890222.0	100906242.0	q22.2	COX6C	NM_004374
8	68334404.0	68658620.0	q13.2	CPA6	NM_020361
8	87526655.0	87573726.0	q21.3	CPNE3	NM_003909
8	97657454.0	98155731.0	q22.1	CPQ	NM_016134
8	67088611.0	67090880.0	q13.1	CRH	NM_000756
8	75896707.0	75946793.0	q21.11	CRISPLD1	NM_031461
8	113235158.0	114449242.0	q23.3	CSMD3	NM_052900
8	67976602.0	68108849.0	q13.2	CSPP1	NM_024790
8	104383742.0	104395232.0	q22.3	CTHRC1	NM_138455
8	145149937.0	145152430.0	q24.3	CYC1	NM_001916
8	143953772.0	143961236.0	q24.3	CYP11B1	NM_001026213
8	143991974.0	143999259.0	q24.3	CYP11B2	NM_000498
8	59402736.0	59412720.0	q12.1	CYP7A1	NM_000780
8	65499149.0	65711348.0	q12.3	CYP7B1	NM_001324112
8	104426941.0	104455680.0	q22.3	DCAF13	NM_015420
8	88882970.0	88886296.0	q21.3	DCAF4L2	NM_152418
8	105352023.0	105368917.0	q22.3	DCSTAMP	NM_001257317
8	91013579.0	91065861.0	q21.3	DECR1	NM_001330575
8	142138710.0	142205903.0	q24.3	DENND3	NM_001352890
8	120885894.0	121063157.0	q24.12	DEPTOR	NM_001283012
8	124025403.0	124054663.0	q24.13	DERL1	NM_001330601
8	66927212.0	67013478.0	q13.1	DNAJC5B	NM_001349432
8	95732102.0	95806076.0	q22.1	DPY19L4	NM_181787
8	105391651.0	105479277.0	q22.3	DPYS	NM_001385
8	120846180.0	120868170.0	q24.12	DSCC1	NM_024094
8	86089618.0	86126753.0	q21.2	E2F5	NM_001951
8	110551928.0	110578225.0	q23.2	EBAG9	NM_198120
8	144661891.0	144679845.0	q24.3	EEF1D	NM_001289950
8	49627473.0	49647870.0	q11.21	EFCAB1	NM_001142857
8	132916334.0	133025886.0	q24.22	EFR3A	NM_001323555
8	109213971.0	109260959.0	q23.1	EIF3E	NM_001568
8	117657054.0	117768062.0	q24.11	EIF3H	NM_003756
8	74857372.0	74884522.0	q21.11	ELOC	NM_001204858
8	109455811.0	109501417.0	q23.1	EMC2	NM_014673
8	120569476.0	120685816.0	q24.12	ENPP2	NM_001330600
8	110346551.0	110358189.0	q23.1	ENY2	NR_036472
8	144939491.0	144952632.0	q24.3	EPPK1	NM_031308
8	99076749.0	99105838.0	q22.2	ERICH5	NM_173549
8	95653363.0	95719694.0	q22.1	ESRP1	NM_001122826
8	145133521.0	145135551.0	q24.3	EXOSC4	NM_019037
8	118811601.0	119124058.0	q24.11	EXT1	NM_000127
8	72109667.0	72459892.0	q13.3	EYA1	NM_172059
8	82437215.0	82443625.0	q21.13	FABP12	NM_001105281
8	82390731.0	82395473.0	q21.13	FABP4	NM_001442
8	82192717.0	82197012.0	q21.13	FABP5	NM_001444
8	82370617.0	82373758.0	q21.13	FABP9	NM_001080526
8	58907112.0	59062277.0	q12.1	FAM110B	NM_147189
8	139142265.0	139509065.0	q24.23	FAM135B	NM_015912
8	130851838.0	131029375.0	q24.21	FAM49B	NM_001353269
8	124191286.0	124222319.0	q24.13	FAM83A	NM_207006
8	124213411.0	124214983.0	q24.13	FAM83A-AS1	NR_024479
8	144806102.0	144815914.0	q24.3	FAM83H	NM_198488
8	144816309.0	144828507.0	q24.3	FAM83H-AS1	NR_033849
8	127564682.0	127570711.0	q24.21	FAM84B	NM_174911
8	124780678.0	124827690.0	q24.13	FAM91A1	NM_001317917
8	94712734.0	94741478.0	q22.1	FAM92A	NM_001283034
8	124510126.0	124553493.0	q24.13	FBXO32	NM_001242463
8	101145587.0	101158099.0	q22.2	FBXO43	NR_036491
8	124864226.0	125132302.0	q24.13	FER1L6	NM_001039112
8	124996377.0	125053023.0	q24.13	FER1L6-AS1	NR_040044
8	125058311.0	125183763.0	q24.13	FER1L6-AS2	NR_103547
8	102064281.0	102088479.0	q22.3	FLJ42969	NR_033962
8	93725189.0	93798288.0	q22.1	FLJ46284	NR_046114
8	95439939.0	95449180.0	q22.1	FSBP	NM_001256141
8	104310660.0	104345094.0	q22.3	FZD6	NM_001164615
8	103819049.0	103823442.0	q22.3	GASAL1	NR_149020
8	75262617.0	75279335.0	q21.11	GDAP1	NM_018972
8	97154560.0	97173020.0	q22.1	GDF6	NM_001001557
8	95261484.0	95274547.0	q22.1	GEM	NM_005261
8	63927638.0	63951610.0	q12.3	GGH	NM_003878
8	144349606.0	144359101.0	q24.3	GLI4	NM_138465
8	143916216.0	143928262.0	q24.3	GML	NM_002066
8	145137523.0	145141119.0	q24.3	GPAA1	NM_003801
8	144295067.0	144299044.0	q24.3	GPIHBP1	NM_001301772
8	142366586.0	142377365.0	q24.3	GPR20	NM_005293
8	102504666.0	102681952.0	q22.3	GRHL2	NM_001330593
8	145064225.0	145067583.0	q24.3	GRINA	NM_001009184
8	130760441.0	130799134.0	q24.21	GSDMC	NM_031415
8	144635556.0	144645231.0	q24.3	GSDMD	NM_001166237
8	122625270.0	122653630.0	q24.13	HAS2	NM_005328
8	122651585.0	122657564.0	q24.13	HAS2-AS1	NR_002835
8	80676244.0	80680098.0	q21.13	HEY1	NM_012258
8	145192671.0	145195746.0	q24.3	HGH1	NM_016458
8	133073732.0	133117512.0	q24.22	HHLA1	NM_001145095
8	76319904.0	76479077.0	q21.11	HNF4G	NM_001330561
8	133572744.0	133573726.0	q24.22	HPYR1	NR_026684
8	79645006.0	79717758.0	q21.12	IL7	NM_001199888
8	82569150.0	82598589.0	q21.13	IMPA1	NM_001144878
8	82516118.0	82543512.0	q21.13	IMPA1P1	NR_146081
8	57870487.0	57906430.0	q12.1	IMPAD1	NM_017813
8	95835517.0	95892721.0	q22.1	INTS8	NM_017864
8	75146934.0	75233596.0	q21.11	JPH1	NM_001317830
8	143738873.0	143751412.0	q24.3	JRK	NM_001077527
8	73449625.0	73850584.0	q13.3	KCNB2	NM_004770
8	140613080.0	140715299.0	q24.3	KCNK9	NR_104210
8	133133104.0	133493004.0	q24.22	KCNQ3	NM_004519
8	99439249.0	99443023.0	q22.2	KCNS2	NM_020697
8	110975873.0	110988076.0	q23.2	KCNV1	NM_014379
8	136469707.0	136659852.0	q24.23	KHDRBS3	NM_006558
8	103661004.0	103668130.0	q22.3	KLF10	NM_005655
8	124657914.0	124665190.0	q24.13	KLHL38	NM_001081675
8	71549500.0	71581447.0	q13.3	LACTB2	NM_016027
8	71520811.0	71575513.0	q13.3	LACTB2-AS1	NR_038881
8	98787808.0	98864830.0	q22.1	LAPTM4B	NM_018407
8	143279716.0	143290364.0	q24.3	LINC00051	NR_024378
8	66073379.0	66092575.0	q13.1	LINC00251	NR_038901
8	47752507.0	47767407.0	q11.1	LINC00293	NR_027012
8	91233715.0	91400187.0	q21.3	LINC00534	NR_051989
8	94358694.0	94712661.0	q22.1	LINC00535	NR_033858
8	116962735.0	117337297.0	q23.3	LINC00536	NR_046215
8	58192101.0	58197290.0	q12.1	LINC00588	NR_026772
8	129417515.0	129576925.0	q24.21	LINC00824	NR_121672
8	126934766.0	126963441.0	q24.13	LINC00861	NR_038447
8	125954249.0	125963337.0	q24.13	LINC00964	NR_027321
8	67104348.0	67109554.0	q13.1	LINC00967	NR_039979
8	57430877.0	57472382.0	q12.1	LINC00968	NR_038236
8	129965124.0	129978247.0	q24.21	LINC00976	NR_145483
8	130228712.0	130253486.0	q24.21	LINC00977	NR_033916
8	91605002.0	91618291.0	q21.3	LINC01030	NR_104062
8	77318888.0	77436567.0	q21.11	LINC01111	NR_105006
8	123682623.0	123706345.0	q24.13	LINC01151	NR_126348
8	104133259.0	104152583.0	q22.3	LINC01181	NR_145429
8	64681987.0	64698054.0	q12.3	LINC01289	NR_038875
8	96219234.0	96228602.0	q22.1	LINC01298	NR_046232
8	66439242.0	66474901.0	q13.1	LINC01299	NR_033893
8	142350647.0	142354720.0	q24.3	LINC01300	NR_024441
8	61314729.0	61326377.0	q12.1	LINC01301	NR_103854
8	84315992.0	84321132.0	q21.13	LINC01419	NR_122034
8	136246373.0	136311962.0	q24.22	LINC01591	NR_026706
8	69824037.0	70016425.0	q13.2	LINC01592	NR_039986
8	58890916.0	58896685.0	q12.1	LINC01602	NR_130934
8	70337105.0	70360479.0	q13.2	LINC01603	NR_110433
8	58130834.0	58145513.0	q12.1	LINC01606	NR_038235
8	80680376.0	80715077.0	q21.13	LINC01607	NR_125410
8	111949918.0	112039662.0	q23.2	LINC01608	NR_125417
8	112111189.0	112248432.0	q23.3	LINC01609	NR_125418
8	74791216.0	74795309.0	q21.11	LINC01617	NR_147034
